	Sentence #	Word	POS	Tag
1858	80.0	the	DT	O
1859	80.0	same	NN	O
1860	80.0	.	.	O
1861	81.0	Foreign	NNP	B-per
1862	81.0	Minister	NNP	I-per
1863	81.0	Mustafa	NNP	I-per
1864	81.0	Osman	NNP	I-per
1865	81.0	Ismail	NNP	I-per
1866	81.0	says	VBZ	O
1867	81.0	Sudanese	JJ	B-gpe
1868	81.0	troops	NNS	O
1869	81.0	will	MD	O
1870	81.0	also	RB	O
1871	81.0	withdraw	VB	O
1872	81.0	to	TO	O
1873	81.0	positions	NNS	O
1874	81.0	held	VBN	O
1875	81.0	before	IN	O
1876	81.0	an	DT	O
1877	81.0	April	NNP	B-tim
1878	81.0	cease-fire	NN	O
1879	81.0	,	,	O
1880	81.0	if	IN	O
1881	81.0	rebels	NNS	O
1882	81.0	in	IN	O
1883	81.0	the	DT	O
1884	81.0	western	JJ	O
1885	81.0	region	NN	O
1886	81.0	agree	VBP	O
1887	81.0	to	TO	O
1888	81.0	stop	VB	O
1889	81.0	attacks	NNS	O
1890	81.0	.	.	O
1891	82.0	Mr.	NNP	B-per
1892	82.0	Ismail	NNP	I-per
1893	82.0	announced	VBD	O
1894	82.0	the	DT	O
1895	82.0	decision	NN	O
1896	82.0	after	IN	O
1897	82.0	meeting	VBG	O
1898	82.0	with	IN	O
1899	82.0	officials	NNS	O
1900	82.0	from	IN	O
1901	82.0	the	DT	O
1902	82.0	United	NNP	B-org
1903	82.0	Nations	NNPS	I-org
1904	82.0	and	CC	O
1905	82.0	African	NNP	B-org
1906	82.0	Union	NNP	I-org
1907	82.0	in	IN	O
1908	82.0	Khartoum	NNP	B-geo
1909	82.0	Sunday	NNP	B-tim
1910	82.0	.	.	O
1911	83.0	In	IN	O
1912	83.0	recent	JJ	O
1913	83.0	weeks	NNS	O
1914	83.0	,	,	O
1915	83.0	AU	NNP	B-org
1916	83.0	officials	NNS	O
1917	83.0	say	VBP	O
1918	83.0	Sudanese	JJ	B-gpe
1919	83.0	troops	NNS	O
1920	83.0	and	CC	O
1921	83.0	rebels	NNS	O
1922	83.0	have	VBP	O
1923	83.0	repeatedly	RB	O
1924	83.0	violated	VBN	O
1925	83.0	the	DT	O
1926	83.0	April	NNP	B-tim
1927	83.0	truce	NN	O
1928	83.0	.	.	O
1929	84.0	Saturday	NNP	B-tim
1930	84.0	,	,	O
1931	84.0	the	DT	O
1932	84.0	head	NN	O
1933	84.0	of	IN	O
1934	84.0	AU	NNP	B-org
1935	84.0	forces	NNS	O
1936	84.0	in	IN	O
1937	84.0	Darfur	NNP	B-geo
1938	84.0	accused	VBD	O
1939	84.0	Sudanese	JJ	B-gpe
1940	84.0	government	NN	O
1941	84.0	helicopters	NNS	O
1942	84.0	of	IN	O
1943	84.0	bombing	VBG	O
1944	84.0	rebel	NN	O
1945	84.0	sites	NNS	O
1946	84.0	in	IN	O
1947	84.0	the	DT	O
1948	84.0	South	NNP	B-geo
1949	84.0	Darfur	NNP	I-geo
1950	84.0	village	NN	O
1951	84.0	of	IN	O
1952	84.0	Labado	NNP	B-geo
1953	84.0	.	.	O
1954	85.0	Khartoum	NNP	B-gpe
1955	85.0	says	VBZ	O
1956	85.0	troops	NNS	O
1957	85.0	were	VBD	O
1958	85.0	defending	VBG	O
1959	85.0	their	PRP$	O
1960	85.0	positions	NNS	O
1961	85.0	from	IN	O
1962	85.0	rebel	NN	O
1963	85.0	attacks	NNS	O
1964	85.0	.	.	O
1965	86.0	Aid	NN	O
1966	86.0	workers	NNS	O
1967	86.0	say	VBP	O
1968	86.0	some	DT	O
1969	86.0	relief	NN	O
1970	86.0	efforts	NNS	O
1971	86.0	have	VBP	O
1972	86.0	been	VBN	O
1973	86.0	suspended	VBN	O
1974	86.0	in	IN	O
1975	86.0	South	NNP	B-geo
1976	86.0	Darfur	NNP	I-geo
1977	86.0	due	JJ	O
1978	86.0	to	TO	O
1979	86.0	recent	JJ	O
1980	86.0	attacks	NNS	O
1981	86.0	.	.	O
1982	87.0	Indonesian	JJ	B-gpe
1983	87.0	police	NNS	O
1984	87.0	have	VBP	O
1985	87.0	arrested	VBN	O
1986	87.0	three	CD	O
1987	87.0	men	NNS	O
1988	87.0	in	IN	O
1989	87.0	connection	NN	O
1990	87.0	with	IN	O
1991	87.0	the	DT	O
1992	87.0	October	NNP	B-tim
1993	87.0	1	CD	I-tim
1994	87.0	Bali	NNP	B-geo
1995	87.0	bombings	NNS	O
1996	87.0	that	WDT	O
1997	87.0	left	VBD	O
1998	87.0	23	CD	O
1999	87.0	people	NNS	O
2000	87.0	dead	JJ	O
2001	87.0	.	.	O
2002	88.0	Indonesian	JJ	B-gpe
2003	88.0	police	NN	O
2004	88.0	said	VBD	O
2005	88.0	Wednesday	NNP	B-tim
2006	88.0	the	DT	O
2007	88.0	men	NNS	O
2008	88.0	were	VBD	O
2009	88.0	flown	VBN	O
2010	88.0	to	TO	O
2011	88.0	Bali	NNP	B-geo
2012	88.0	from	IN	O
2013	88.0	neighboring	VBG	O
2014	88.0	Java	NNP	B-geo
2015	88.0	island	NN	O
2016	88.0	for	IN	O
2017	88.0	questioning	VBG	O
2018	88.0	at	IN	O
2019	88.0	Bali	NNP	B-geo
2020	88.0	police	NN	O
2021	88.0	headquarters	NN	O
2022	88.0	.	.	O
2023	89.0	Australian	JJ	B-gpe
2024	89.0	and	CC	O
2025	89.0	French	JJ	B-gpe
2026	89.0	news	NN	O
2027	89.0	agencies	NNS	O
2028	89.0	say	VBP	O
2029	89.0	at	IN	O
2030	89.0	least	JJS	O
2031	89.0	one	CD	O
2032	89.0	of	IN	O
2033	89.0	the	DT	O
2034	89.0	men	NNS	O
2035	89.0	arrested	VBN	O
2036	89.0	(	LRB	O
2037	89.0	Cholily	NNP	B-per
2038	89.0	)	RRB	O
2039	89.0	was	VBD	O
2040	89.0	captured	VBN	O
2041	89.0	during	IN	O
2042	89.0	a	DT	O
2043	89.0	series	NN	O
2044	89.0	of	IN	O
2045	89.0	counter-terrorism	NN	O
2046	89.0	raids	NNS	O
2047	89.0	last	JJ	O
2048	89.0	week	NN	O
2049	89.0	in	IN	O
2050	89.0	Indonesia	NNP	B-geo
2051	89.0	.	.	O
2052	90.0	The	DT	O
2053	90.0	raids	NNS	O
2054	90.0	ended	VBD	O
2055	90.0	with	IN	O
2056	90.0	the	DT	O
2057	90.0	death	NN	O
2058	90.0	of	IN	O
2059	90.0	alleged	JJ	O
2060	90.0	extremist	NN	O
2061	90.0	bombmaker	NN	O
2062	90.0	Azahari	NNP	B-per
2063	90.0	bin	NNP	I-per
2064	90.0	Husin	NNP	I-per
2065	90.0	.	.	O
2066	91.0	Indonesian	JJ	B-gpe
2067	91.0	authorities	NNS	O
2068	91.0	blame	VBP	O
2069	91.0	Azahari	NNP	B-per
2070	91.0	bin	NNP	I-per
2071	91.0	Husin	NNP	I-per
2072	91.0	for	IN	O
2073	91.0	orchestrating	VBG	O
2074	91.0	last	JJ	O
2075	91.0	month	NN	O
2076	91.0	's	POS	O
2077	91.0	attacks	NNS	O
2078	91.0	in	IN	O
2079	91.0	Bali	NNP	B-geo
2080	91.0	as	RB	O
2081	91.0	well	RB	O
2082	91.0	as	IN	O
2083	91.0	the	DT	O
2084	91.0	2002	CD	B-tim
2085	91.0	Bali	NNP	B-geo
2086	91.0	bombings	NNS	O
2087	91.0	that	WDT	O
2088	91.0	killed	VBD	O
2089	91.0	more	JJR	O
2090	91.0	than	IN	O
2091	91.0	200	CD	O
2092	91.0	people	NNS	O
2093	91.0	.	.	O
2094	92.0	Gunmen	NNS	O
2095	92.0	have	VBP	O
2096	92.0	shot	VBN	O
2097	92.0	and	CC	O
2098	92.0	killed	VBN	O
2099	92.0	a	DT	O
2100	92.0	Roman	NNP	B-org
2101	92.0	Catholic	NNP	I-org
2102	92.0	nun	NN	O
2103	92.0	and	CC	O
2104	92.0	her	PRP$	O
2105	92.0	bodyguard	NN	O
2106	92.0	at	IN	O
2107	92.0	the	DT	O
2108	92.0	hospital	NN	O
2109	92.0	where	WRB	O
2110	92.0	she	PRP	O
2111	92.0	worked	VBD	O
2112	92.0	in	IN	O
2113	92.0	Islamist-controlled	JJ	O
2114	92.0	Mogadishu	NNP	B-geo
2115	92.0	,	,	O
2116	92.0	Somalia	NNP	B-geo
2117	92.0	.	.	O
2118	93.0	Some	DT	O
2119	93.0	witnesses	NNS	O
2120	93.0	to	TO	O
2121	93.0	the	DT	O
2122	93.0	Sunday	NNP	B-tim
2123	93.0	shooting	NN	O
2124	93.0	said	VBD	O
2125	93.0	they	PRP	O
2126	93.0	feared	VBD	O
2127	93.0	the	DT	O
2128	93.0	attack	NN	O
2129	93.0	was	VBD	O
2130	93.0	linked	VBN	O
2131	93.0	to	IN	O
2132	93.0	Muslim	NN	O
2133	93.0	anger	NN	O
2134	93.0	toward	IN	O
2135	93.0	Pope	NNP	B-per
2136	93.0	Benedict	NNP	I-per
2137	93.0	.	.	O
2138	94.0	Two	CD	O
2139	94.0	men	NNS	O
2140	94.0	with	IN	O
2141	94.0	pistols	NNS	O
2142	94.0	attacked	VBD	O
2143	94.0	the	DT	O
2144	94.0	nun	NN	O
2145	94.0	,	,	O
2146	94.0	Sister	NNP	B-per
2147	94.0	Leonella	NNP	I-per
2148	94.0	Sgorbati	NNP	I-per
2149	94.0	,	,	O
2150	94.0	after	IN	O
2151	94.0	she	PRP	O
2152	94.0	finished	VBD	O
2153	94.0	teaching	VBG	O
2154	94.0	a	DT	O
2155	94.0	medical	JJ	O
2156	94.0	school	NN	O
2157	94.0	class	NN	O
2158	94.0	at	IN	O
2159	94.0	the	DT	O
2160	94.0	hospital	NN	O
2161	94.0	in	IN	O
2162	94.0	southern	JJ	O
2163	94.0	Mogadishu	NNP	B-geo
2164	94.0	.	.	O
2165	95.0	Officials	NNS	O
2166	95.0	say	VBP	O
2167	95.0	one	CD	O
2168	95.0	suspect	NN	O
2169	95.0	was	VBD	O
2170	95.0	arrested	VBN	O
2171	95.0	.	.	O
2172	96.0	In	IN	O
2173	96.0	Rome	NNP	B-geo
2174	96.0	,	,	O
2175	96.0	a	DT	O
2176	96.0	Vatican	NNP	B-org
2177	96.0	spokesman	NN	O
2178	96.0	deplored	VBD	O
2179	96.0	the	DT	O
2180	96.0	attack	NN	O
2181	96.0	and	CC	O
2182	96.0	said	VBD	O
2183	96.0	he	PRP	O
2184	96.0	hoped	VBD	O
2185	96.0	it	PRP	O
2186	96.0	was	VBD	O
2187	96.0	an	DT	O
2188	96.0	isolated	JJ	O
2189	96.0	event	NN	O
2190	96.0	,	,	O
2191	96.0	and	CC	O
2192	96.0	not	RB	O
2193	96.0	irrationality	JJ	O
2194	96.0	arising	VBG	O
2195	96.0	from	IN	O
2196	96.0	comments	NNS	O
2197	96.0	made	VBN	O
2198	96.0	by	IN	O
2199	96.0	the	DT	O
2200	96.0	Pope	NN	O
2201	96.0	which	WDT	O
2202	96.0	angered	VBD	O
2203	96.0	some	DT	O
2204	96.0	Muslims	NNS	O
2205	96.0	.	.	O
2206	97.0	Authorities	NNS	O
2207	97.0	in	IN	O
2208	97.0	Mogadishu	NNP	B-geo
2209	97.0	have	VBP	O
2210	97.0	not	RB	O
2211	97.0	determined	VBN	O
2212	97.0	a	DT	O
2213	97.0	motive	NN	O
2214	97.0	for	IN	O
2215	97.0	the	DT	O
2216	97.0	shooting	NN	O
2217	97.0	.	.	O
2218	98.0	The	DT	O
2219	98.0	pope	NN	O
2220	98.0	has	VBZ	O
2221	98.0	said	VBN	O
2222	98.0	he	PRP	O
2223	98.0	meant	VBD	O
2224	98.0	no	DT	O
2225	98.0	offense	NN	O
2226	98.0	to	TO	O
2227	98.0	Muslims	NNPS	O
2228	98.0	when	WRB	O
2229	98.0	he	PRP	O
2230	98.0	quoted	VBD	O
2231	98.0	a	DT	O
2232	98.0	14	CD	O
2233	98.0	century	NN	O
2234	98.0	Byzantine	NNP	B-per
2235	98.0	emperor	NN	O
2236	98.0	as	IN	O
2237	98.0	saying	VBG	O
2238	98.0	some	DT	O
2239	98.0	teachings	NNS	O
2240	98.0	of	IN	O
2241	98.0	the	DT	O
2242	98.0	Prophet	NNP	B-per
2243	98.0	Muhammed	NNP	I-per
2244	98.0	brought	VBD	O
2245	98.0	evil	NN	O
2246	98.0	to	TO	O
2247	98.0	the	DT	O
2248	98.0	world	NN	O
2249	98.0	.	.	O
2250	99.0	Pakistani	JJ	B-gpe
2251	99.0	forces	NNS	O
2252	99.0	have	VBP	O
2253	99.0	targeted	VBN	O
2254	99.0	militants	NNS	O
2255	99.0	in	IN	O
2256	99.0	the	DT	O
2257	99.0	northwest	NN	O
2258	99.0	for	IN	O
2259	99.0	a	DT	O
2260	99.0	third	JJ	O
2261	99.0	day	NN	O
2262	99.0	,	,	O
2263	99.0	launching	VBG	O
2264	99.0	airstrikes	NNS	O
2265	99.0	that	IN	O
2266	99.0	they	PRP	O
2267	99.0	say	VBP	O
2268	99.0	killed	VBN	O
2269	99.0	at	IN	O
2270	99.0	least	JJS	O
2271	99.0	nine	CD	O
2272	99.0	suspected	JJ	O
2273	99.0	insurgents	NNS	O
2274	99.0	.	.	O
2275	100.0	Helicopter	NN	O
2276	100.0	gunships	NNS	O
2277	100.0	Saturday	NNP	B-tim
2278	100.0	pounded	VBD	O
2279	100.0	militant	JJ	O
2280	100.0	hideouts	NNS	O
2281	100.0	in	IN	O
2282	100.0	the	DT	O
2283	100.0	Orakzai	NNP	B-geo
2284	100.0	tribal	JJ	O
2285	100.0	region	NN	O
2286	100.0	,	,	O
2287	100.0	where	WRB	O
2288	100.0	many	JJ	O
2289	100.0	Taliban	NNP	B-org
2290	100.0	militants	NNS	O
2291	100.0	are	VBP	O
2292	100.0	believed	VBN	O
2293	100.0	to	TO	O
2294	100.0	have	VB	O
2295	100.0	fled	VBN	O
2296	100.0	to	TO	O
2297	100.0	avoid	VB	O
2298	100.0	an	DT	O
2299	100.0	earlier	JJR	O
2300	100.0	military	JJ	O
2301	100.0	offensive	NN	O
2302	100.0	in	IN	O
2303	100.0	nearby	JJ	O
2304	100.0	South	NNP	B-geo
2305	100.0	Waziristan	NNP	I-geo
2306	100.0	.	.	O
